text,category
Urgent: grass cutting request along City Hall.,sanitation
Tabang. air lock in water pipe Abella. Pls fix.,utilities
"Tulungan niyo kami sa Pacol, mnwd tubig kawalan.",utilities
Formal complaint: isolation facility status located front of Camarines Sur National High School.,health
Formal comlaint: pregnant women assistance located Cararayan.,health
"Tulungan niyo kami sa Tabuco, mendicancy law paglabag.",social_services
REPORT KO LNG MISSING PERSON REPORT INSIDE THE VICINITY OF DAYNGDNG.,public_safety
"kami po ay taga near the gate of tabuco, ipaalam ko lang na sick leave deduction.",employment
"Concerned lang po kami near mga bata, beating the red light Abella.",traffic
Good day. Requesting assistance: inom sa kalsada hanggang madaling araw Peñafrancia.,public_safety
I would like to raise ng concern that high latency ping Igualdad.,utilities
"Kami po ay taga across Naga Imaging Center, report ko lang na free tablet for students.",social_services
I would like to report that waiting shed dilapiated beside Sabang.,infrastructure
Concern: electrocution hazard observed in San Francisco. Kindly investigate.,public_safety
report ko lng plastic bottles scattered carolina.,waste_management
Huy pansinin niyo naman to. marriage license requirement malapit sa Gaisano Mall. Nakaka-stress!,social_services
Humihingi po kami ng tulong dahil marriage license requirement sa along San Francisco Church.,social_services
Urgent: cash for work payout dely along Peñafrancia Shrine.,employment
Report ko lng barngay health worker rude Carolina.,health
"Shoutout sa LGU, certificate of residency Bagumbayan. Please actionan agad.",social_services
report ko lng cow dung scattering s parking ng bicol central station.,sanitation
Help. grab car unavailable s tapat ng Puregold. Pls fix.,traffic
Good day. Requesting assistane: unannounced water interruption Santa Cruz.,utilities
I would like to reklamo that loading/unloading violation malapit dito sa Naga Parochial School.,traffic
Huy pansinin niyo naman to. garbage collector rude across Naga Parochial School. Nakaka-stress!,waste_management
Sumbong ko lang po ang dike breached sa may beside LTO Naga.,infrastructure
"Ask ko lang po kung may action na, broken glass danger kasi dito beside Concepcion Pequeña Elementary School.",waste_management
"Lala naman, sanitize waiting shed dito front of Police Station 1! Ano na??",sanitation
"Kami po ay taga San Felipe, report ko lang na waiting shed dilapidated.",infrastructure
Good day. Requesting assistance: walang tubig simula kanina San Francisco.,utilities
"Grabe naman, status of scholarship application dito sa parking ng Carmelite Monastery! Ano na??",social_services
"Concerned lang po kami s mga bata, leachate contamination Peñafrancia.",waste_management
"Kami po ay taga Del Rosario, report ko lang na stalker alert.",public_safety
Urgent: traffic rerouting confusion Sabng.,traffic
I would like to report that road rage incident report front of Naga City People's Mall.,traffic
I would like to report that basura patrol report near the gate of Metro Health.,waste_management
Urgent: maggots in garbage pile s likod ng Caxitol.,sanitation
"Grabeh naman, mass wedding schedule dito sa parking ng Concepcion Peueña! Ano na??",social_services
I NOTIXED RECYCLING TANONG IN FRONT OF IGLESIA NI CRISTO. HOPING FOR ACTION.,waste_management
Huy pansinin niyo naman to. illegal landfill report Tinago. Nakaka-stress!,waste_management
hep. vawc desk assistance needed calauag. pls fix.,social_services
Help. infectious waste reported front of City Hall. Pls fix.,waste_management
"Pakiusap, may birds from dumpsite sa Mxbolo.",waste_management
Help. mental health consultation near the gate of BISCAST. Pls fix.,health
Assist. illegal dismissl complaint across Robinsons Place. Pls fix.,employment
Good day. Requesting assistance: container van parking Lerma.,traffic
Good day. Requesting assistance: amoy ihi ang pader Balatas.,sanitation
Good day. Requesting assistance: post obstructing way Concepcion Grande.,infrastructure
"Ask ko lang po kung may action na, hiring ba ng security guard kasi dito inside the vicinity of University of Nueva Caceres (UNC).",employment
"Ask ko lang po kung may action na, street name painted over kasi dito San Isidro.",infrastructure
"KAMI PO AY TAGA ALONG MABOLO, REPORT KO LANG NA SANITARY NAPKIN CLUTTER.",waste_management
Report ko lng tribal hall request Del Rosrio.,social_services
"Ask ko lang po kung may action na, electrocution hazard kasi dito malapit sa Mabolo.",public_safety
Huy pansinin niyo naman to. pldt down no service Tinago. Nakaka-stress!,utilities
I would like to report that swerving violatixn Bagumbayan.,traffic
"Ask ko lang po kung may action na, voyeurism raise ng concern kasi dito Pacol.",public_safety
"Shoutout sa LGU, illegal tapping of water beside Pubxic Market. Please actionan agad.",utilities
May problema sa Abella: hazardous waste dumping.,sanitation
Humihingi po kami ng ayuda dahil fire hydrant blocked parking sa malapit sa Our Lady of Immaculate Conception.,traffic
I would like to report that chicken dung smell sa may Capitol.,sanitation
Huy pansinin niyo naman to. urinating in public San Francisco. Nakaka-stress!,sanitation
Help. crosswalk blocked front of Univexsity of Nueva Caceres (UNC). Pls fix.,traffic
Urgent: quarantine breach s may Igualdad.,public_safety
"Concerned lang po kami sa mga bata, lubog ang mga kalsada beside Naga College Foundation (NCF).",infrastructure
"Grabe naman, rotting garbage smell dito Mabolo! Ano na??",sanitation
Nais ko pong ipagbigay alam na certificate of employment withheld sa Peñafrancia.,employment
Urgent: basura s harap ng school Del Rosrio.,sanitation
Good day. Requesting assistance: utility pole obstruction Tabuco.,utilities
I would like to report that uniform allowance student beside Robertson Mall.,social_services
Tabang. voltage surge damage appliances Peñafrancia. Pls fix.,utilities
"Shoutout dito sa LGU, expired registraxion Tabuco. Please actionan agad.",traffic
Humihingi po kami ng tulong dahil hospital zone noise sa sa likod ng Gaisano Mall.,traffic
Urgent: cannot receive otp Mabolo.,utilities
I would like to report that masungit ung nurse sa clinic beside Naga College Foundation (NCF).,health
Formal complaint: estero rangers inactive located Lerma.,waste_management
"Shoutout sa LGU, overloading tricycle Tixago. Sana actionan agad.",traffic
Good day. Requesting assistance: road repair abandoned near the gate of Calauag.,infrastructure
Urgent: culvert colapsed s likod ng University of Nueva Caceres (UNC).,infrastructure
pakitignan naman po ang employer not paying sss contribution sa front of naga city science high school. salamat.,employment
Kindly check Peñafrancia due to indigent patient tulong.,health
Formal complaint: dead animal pickup located front of Concepcion Pequeña Elementary School.,waste_management
I would like to ipaalam that mababa ung pasahod San Isidro.,employment
"grabe naman, street children rescue dito along metropolitan cathedral! ano na??",social_services
Tabang. substation noise s parking ng Carolina. Pls fix.,utilities
"ask ko lang po kung may action na, junk shop complaint kasi dito peñafrancia.",waste_management
"ASK KO LANG PO KUNG MAY ACTION NA, SNAKE BITE EMERGENCY KASI DITO SAN FRANCISCO.",health
Hlp. wind blowing trash Abella. Pls fix.,waste_management
I would like to ipaalam that sanitize waiting shed San Felipe.,sanitation
Huy pansinin niyo naman to. midwife not available malapit sa Brentwood College. Nakaka-stress!,health
"Kami po ay taga Mabolx, report ko lang na unpaid overtime pay.",employment
Good day. Requesting assistance: texting while driving sa may tapat ng NICC Doctors Hospital.,traffic
"Sobra naman, maraming bata ung nilalagnat dito San Felipe! Ano na??",health
"Shoutout sa LGU, battey disposal bin San Felipe. Pls actionan agad.",waste_management
"I would like to file ng complaint that broken ang tulay, delikado San Felipe.",infrastructure
"Concerned lang po kami s mga bta, rotten vegetables dumping Balatas.",sanitation
"KAMI PO AY TAGA SA TAPAT NG TRIANGULO, FILE NG COMPLAINT KO LANG NA DEATH CERTIFICATE ERROR.",social_services
"Shoutout sa LGU, night differential missing sa may Bicol Medical Center (BMC). Please actionan agad.",employment
"Grabe naman, unfinished road works causing traffic dito San Francisco! Ano na??",infrastructure
Formal complaint: road rage incident report located San Felipe.,traffic
Formal complaint: earthquake assistance located Del Rosario.,social_services
Formal complaint: infectious waste reported located sa may BISCAST.,waste_management
"Grabe naman, senior citizen booklet dito across San Francisco Church! Ano na??",social_services
"Concerned lang po kami near mga bata, illegal tapping of water Dinaga.",utilities
"Concerned lang po kami sa mga bata, handling food with bare hands San Francisco.",sanitation
"Tuungan niyo kami sa Panicuason, mdumi tubig supply from faucet.",utilities
"Kami po ay taga beside Unitop, report ko lang na poaching of employees.",employment
"Concerned lang po kami sa mga bata, cable tv fuzzy San Francisco.",utilities
I would like to report that termite infested post Balatas.,utilities
"Ask ko lang po kung may acxion na, pagtapon ng basura dito sa ilog kasi dito Abella.",waste_management
Huy pansinin niyo naman to. marriage license requirement Dayangdan. Nakaka-stres!,social_services
Formal complaint: motorcycle on bike lane located front of Magsaysay Food Strip.,traffic
Huy pansinin niyo naman to. heart center referral beside Concepcion Pequeña Elementary School. Nakaka-stress!,health
Sumbong ko lng barrier broken Balatas.,infrastructure
Formal complaint: leaking garbage truck juce located Tabuco.,sanitation
"Grabe naman, dogs scattering trash dito beside Mother Seton Hospital! Ano na??",waste_management
this is a notification about lpg explosion danger happening at dayangdang.,public_safety
Good day. Requesting assistance: age limit in hiring sa tapat ng Aeneo de Naga.,employment
Good day. Requesting assistance: social distancing violation sa parking ng Tiago.,public_safety
Good day. Requesting assistance: requesting ambulance assistance Santa Cruz.,health
Formal complaint: tapon basura kahit saan located Panicuason.,waste_management
huy pansinin niyo naman to. holiday pay not given san felipe. nakaka-stress!,employment
Good day. Requesting assistance: death certificate error Igualdad.,social_services
Good day. Requesting assistance: swerving violation Concepcion Grande.,traffic
"Grabe naman, collapsed riprap s ilog dito along St. John Hospital! Ano na??",infrastructure
"Ask ko lang po kung may action na, illegal dumping site sa vacant lot kasi dito along Santa Cruz.",waste_management
"Concerned lang po kami sa mga bata, status of scholarship application beside City Healxh Office.",social_services
"Ask ko lang po kung may action na, canal silted up kasi dito Balatas.",infrastructure
I noticed senior citizen employment in at the parking of Capitol. Hoping for action.,employment
Urgent: child labor file ng complaint along Fire Station.,employment
"Shoutout sa LGU, cash assistance payout Triangulo. Please actionan agad.",social_services
